date,shgold,usdcny,intl_gold,real_rate,spx,vix,gvz,dxy,premium
2011-11-09,367.02,6.3401,1772.23999,-0.04,2621.65,36.16,29.85,90.6991,5.7687337245326376
2011-11-10,360.15,6.3454,1759.19995,-0.04,2625.15,32.81,28.81,90.8588,1.257034168823452
2011-11-11,362.9,6.3454,1788.98999,-0.04,2678.75,30.04,27.85,90.8588,1.257034168823452
2011-11-14,367.36,6.3536,1781.0,-0.01,2657.22,31.13,27.85,90.7215,3.5500879322262904
2011-11-15,363.53,6.3464,1781.40002,0.04,2686.2,31.22,26.75,91.1081,0.0507424589515608
2011-11-16,362.82,6.3445,1762.34998,0.05,2639.61,33.51,26.94,91.1237,3.3353938267397325
2011-11-17,362.88,6.3505,1719.099976,0.06,2587.99,34.51,28.86,91.1822,11.885919025575843
2011-11-18,353.56,6.3565,1723.050049,0.05,2572.5,32.0,27.59,91.3676,1.42703629917861
2011-11-21,353.71,6.3603,1680.84998,0.07,2523.14,32.91,30.07,91.9978,9.995944418023726
2011-11-22,346.59,6.3605,1699.19995,0.05,2521.28,31.97,27.56,92.0193,-0.8873347685951671
2011-11-23,351.0,6.3576,1693.30005,-0.01,2460.08,33.98,27.81,92.7463,4.887041719420665
2011-11-24,348.8,6.3576,1694.75,-0.01,2460.08,33.98,27.81,92.7463,4.887041719420665
2011-11-25,346.5,6.3802,1680.13,0.05,2441.51,34.47,20.46,93.1455,1.8582257302232392
2011-11-28,351.23,6.3839,1712.30005,0.02,2527.34,32.13,26.61,92.4983,-0.21444481151633
2011-11-29,352.7,6.3769,1716.75,0.01,2515.51,30.64,25.74,92.2163,0.728579581076076
2011-11-30,353.22,6.3765,1745.69995,0.03,2620.34,27.8,25.32,91.4728,-4.66434520793473
2011-12-01,359.0,6.3655,1745.25,0.06,2626.2,27.41,24.55,91.227,1.825120163325664
2011-12-02,359.0,6.3596,1745.25,0.0,2626.93,27.52,23.51,91.3532,1.825120163325664
2011-12-05,359.0,6.3629,1721.64001,-0.01,2655.76,27.84,24.97,91.1087,6.80094781522979
2011-12-06,352.75,6.3645,1728.19995,0.01,2649.56,28.13,24.52,91.2817,-0.8799317367819981
2011-12-07,356.21,6.3642,1742.099976,-0.01,2649.21,28.67,24.15,91.2331,-0.2473976323951205
2011-12-08,357.9,6.3618,1708.80005,0.01,2596.38,30.59,25.18,91.668,8.388075036892928
2011-12-09,351.35,6.3641,1711.099976,0.05,2646.85,26.38,23.13,91.6122,1.2411261671002194
2011-12-12,346.96,6.3604,1666.30005,-0.01,2612.26,25.67,23.66,92.3375,6.215876733486539
2011-12-13,339.66,6.3648,1632.099976,-0.05,2579.27,25.41,24.1,92.5456,5.678617607510432
2011-12-14,337.53,6.371,1575.099976,-0.04,2539.31,26.04,28.63,93.2176,14.8987222628964
2011-12-15,322.33,6.3733,1570.69995,-0.01,2541.01,25.11,27.28,92.8858,0.4838414861671367
2011-12-16,328.75,6.3479,1597.94995,-0.05,2555.33,24.29,24.8,92.8252,2.625078765894557
2011-12-19,328.45,6.3376,1594.099976,-0.12,2523.14,24.92,23.42,92.8685,3.63870841231369
2011-12-20,329.7,6.3459,1615.65002,-0.1,2603.73,23.22,21.33,92.432,0.0665676879450529
2011-12-21,334.48,6.3386,1615.15002,-0.07,2577.97,21.43,21.22,92.5262,5.327656476859602
2011-12-22,331.51,6.3392,1604.69995,-0.07,2599.45,21.16,20.23,92.3883,4.456326842959811
2011-12-23,330.92,6.3364,1606.59998,-0.04,2618.64,20.73,19.67,92.3897,3.6237113742183737
2011-12-26,327.35,6.3364,1605.81995,-0.04,2618.64,20.73,19.67,92.3897,3.6237113742183737
2011-12-27,326.23,6.321,1592.90002,-0.02,2625.2,21.91,20.81,92.4137,2.513343468741482
2011-12-28,324.18,6.3211,1553.0,-0.07,2589.98,23.52,24.33,92.8374,8.567020753291388
2011-12-29,316.0,6.3187,1546.69995,-0.05,2613.74,22.65,23.12,92.7398,1.7867129401835768
2011-12-30,319.45,6.2939,1564.30005,-0.07,2605.15,23.4,23.24,92.4262,2.9085148071760614
2012-01-02,319.45,6.2939,1566.27002,-0.07,2605.15,23.4,23.24,92.4262,2.9085148071760614
2012-01-03,319.45,6.294,1604.14001,-0.04,2648.72,22.97,22.9,91.7551,2.9085148071760614
2012-01-04,327.33,6.2941,1612.40002,-0.08,2648.36,22.22,22.08,92.0345,1.0449527904576144
2012-01-05,331.95,6.3013,1623.0,-0.1,2669.86,21.48,22.34,92.5773,3.1442418055845565
2012-01-06,333.41,6.3088,1616.84998,-0.11,2674.22,20.63,21.3,92.7183,5.460310935296718
2012-01-09,330.3,6.3143,1611.5,-0.13,2676.56,21.07,21.47,92.7418,3.1505007475043385
2012-01-10,332.2,6.3141,1631.56006,-0.08,2702.5,20.69,21.51,92.2461,0.988613022778793
2012-01-11,336.2,6.3149,1641.80005,-0.1,2710.76,21.05,22.34,92.554,2.867637540951989
2012-01-12,336.98,6.3177,1650.099976,-0.1,2724.7,20.47,21.6,92.2274,1.813969862709996
2012-01-13,336.65,6.3065,1639.34998,-0.14,2710.67,20.91,21.2,92.5385,4.2578046242384175
2012-01-16,335.15,6.3065,1643.40002,-0.14,2710.67,20.91,21.2,92.5385,4.2578046242384175
2012-01-17,339.77,6.3136,1651.73999,-0.17,2728.08,22.2,21.6,92.0142,4.488581482341203
2012-01-18,338.65,6.3109,1661.25,-0.15,2769.71,20.89,21.14,91.6943,1.582383011558136
2012-01-19,340.68,6.3162,1657.59998,0.0,2788.33,19.87,20.34,91.3316,4.0705189552301135
2012-01-20,339.57,6.333,1666.90002,0.01,2786.7,18.28,19.58,91.3661,0.1716098940633514
2012-01-23,339.57,6.333,1677.0,0.02,2784.17,18.67,20.18,90.986,0.1716098940633514
2012-01-24,339.57,6.333,1665.19995,-0.01,2786.64,18.91,20.08,91.181,0.1716098940633514
2012-01-25,339.57,6.333,1711.90002,-0.12,2818.31,18.31,22.24,91.277,0.1716098940633514
2012-01-26,339.57,6.333,1721.5,-0.16,2805.28,18.57,21.71,90.3962,0.1716098940633514
2012-01-27,339.57,6.333,1738.89001,-0.18,2816.55,18.53,20.82,90.2559,0.1716098940633514
2012-01-30,353.21,6.331,1730.050049,-0.24,2811.94,19.4,21.23,90.4762,1.06484398157761
2012-01-31,355.04,6.308,1739.43005,-0.28,2813.84,19.44,20.93,90.5538,2.2718306492839133
2012-02-01,354.07,6.3076,1743.59998,-0.28,2848.27,18.55,21.54,90.0963,0.4785638642596836
2012-02-02,356.84,6.3017,1759.98999,-0.3,2859.68,17.98,21.93,89.8765,0.2586210560547783
2012-02-03,358.59,6.3027,1725.30005,-0.21,2905.66,17.1,21.05,89.8491,8.981479250405926
2012-02-06,353.36,6.312,1720.30005,-0.26,2901.99,17.76,21.2,89.7907,4.250288372691159
2012-02-07,352.63,6.3046,1746.5,-0.21,2904.08,17.65,20.45,89.5968,-1.3810887842204238
2012-02-08,357.66,6.2938,1733.55005,-0.21,2915.86,18.16,20.69,89.6555,6.87576977864228
2012-02-09,355.09,6.2947,1729.59998,-0.17,2927.23,18.63,20.03,89.6246,5.055020203321135
2012-02-10,353.1,6.2991,1719.84998,-0.24,2903.88,20.79,19.73,90.1024,4.794921503432136
2012-02-13,352.56,6.2972,1722.5,-0.22,2931.39,19.04,19.07,89.8895,3.823459096243198
2012-02-14,350.3,6.2995,1720.099976,-0.27,2931.83,19.54,19.24,90.1919,1.9221711764914176
2012-02-15,352.18,6.2998,1729.01001,-0.26,2915.83,21.14,19.28,90.1932,1.9809143344639888
2012-02-16,350.81,6.3014,1728.69995,-0.24,2959.85,19.22,19.21,90.3109,0.5847885308727427
2012-02-17,353.34,6.2985,1722.44995,-0.23,2951.78,17.78,18.61,90.23,4.541600782066325
2012-02-20,353.73,6.2985,1734.0,-0.23,2951.78,17.78,18.61,90.23,4.541600782066325
2012-02-21,355.59,6.296,1759.15002,-0.22,2948.57,18.19,19.94,90.0117,-0.4988172044947419
2012-02-22,358.22,6.296,1777.55005,-0.27,2933.17,18.19,19.84,90.2472,-1.5933687462825787
2012-02-23,362.47,6.298,1780.099976,-0.3,2956.98,16.8,19.76,90.1108,2.026009810857317
2012-02-24,362.31,6.2976,1773.48999,-0.29,2963.75,17.31,19.01,89.9104,3.2272420780940934
2012-02-27,360.9,6.3012,1766.30005,-0.32,2966.16,18.19,19.1,89.9635,3.0685702554374643
2012-02-28,361.92,6.2989,1785.84998,-0.31,2986.76,17.96,20.12,89.8103,0.2600440779334008
2012-02-29,364.75,6.2935,1695.19995,-0.28,2966.89,18.43,22.9,89.7487,21.74227143810185
2012-03-01,349.83,6.3001,1716.55005,-0.23,2988.97,17.26,19.53,89.7817,2.1380370374716904
2012-03-02,350.49,6.2982,1712.30005,-0.24,2976.19,17.29,18.96,90.135,3.7634844982076174
2012-03-05,348.82,6.3066,1706.69995,-0.2,2950.48,18.05,19.4,90.2748,2.766536413265385
2012-03-06,346.76,6.3082,1674.0,-0.21,2910.32,20.87,20.23,90.8237,7.250722908997318
2012-03-07,341.28,6.3097,1684.94995,-0.22,2935.69,19.07,19.18,90.6837,-0.5313298990467388
2012-03-08,344.61,6.3159,1700.65002,-0.21,2970.42,17.95,19.26,90.2598,-0.7252664914881279
2012-03-09,347.67,6.3109,1713.089966,-0.24,2988.34,17.11,19.41,90.4341,0.0840541601620543
2012-03-12,347.96,6.3258,1700.53003,-0.24,2983.66,15.64,19.21,90.6643,2.1078334022216154
2012-03-13,347.55,6.3266,1675.5,-0.2,3039.88,14.8,20.47,90.5363,6.745322069863505
2012-03-14,341.39,6.3315,1643.59998,-0.07,3040.73,15.31,20.6,90.9325,6.815007688202286
2012-03-15,337.36,6.3282,1658.22998,-0.08,3056.37,15.42,18.24,90.7866,-0.0171748978732466
2012-03-16,340.7,6.3222,1660.65002,-0.09,3055.26,14.47,18.99,90.5245,3.1507995420451493
2012-03-19,340.92,6.3191,1664.55005,-0.03,3078.32,15.04,17.83,90.292,2.7439676899706456
2012-03-20,338.52,6.3203,1650.34998,-0.04,3074.15,15.58,18.42,90.6065,3.1652335398267155
2012-03-21,338.6,6.3226,1650.5,-0.08,3075.32,15.13,18.04,90.6761,3.0927001784365302
2012-03-22,337.99,6.299,1644.84998,-0.08,3063.32,15.57,18.51,90.8225,4.879256063787011
2012-03-23,337.21,6.3021,1662.26001,-0.11,3067.92,14.82,18.3,90.6156,0.4077491593871514
2012-03-26,340.78,6.3139,1689.97998,-0.08,3122.57,14.26,19.22,90.3266,-2.279932024434629
2012-03-27,345.84,6.3061,1680.050049,-0.13,3120.35,15.59,18.62,90.2796,5.217124310804252
2012-03-28,342.4,6.3044,1662.18005,-0.11,3104.96,15.47,18.18,90.603,5.491037753950536
2012-03-29,339.97,6.3057,1661.38,-0.13,3095.36,15.48,17.43,90.7285,3.15376176314561
2012-03-30,340.2,6.2975,1668.90002,-0.09,3091.57,15.5,17.01,90.4593,2.2991889674794947
2012-04-02,340.2,6.2979,1677.75,-0.14,3119.7,15.64,17.1,90.247,2.2991889674794947
2012-04-03,340.2,6.2975,1645.32996,-0.06,3113.57,15.66,18.05,90.1921,2.2991889674794947
2012-04-04,340.2,6.2975,1620.22998,-0.05,3068.09,16.44,18.88,90.8284,2.2991889674794947
2012-04-05,333.06,6.3123,1631.25,-0.08,3080.5,16.7,18.02,90.8781,2.0059586541707404
2012-04-06,334.4,6.3052,1639.48999,-0.16,3080.5,16.7,18.02,90.9375,2.0479404263828656
2012-04-09,336.42,6.31,1641.28003,-0.17,3047.08,18.81,19.21,90.9624,3.451781333290512
2012-04-10,337.7,6.3105,1660.34998,-0.24,2991.22,20.39,19.94,91.2728,0.836349645859741
2012-04-11,340.23,6.3076,1657.94995,-0.25,3016.46,20.02,20.02,91.1768,4.007867294034497
2012-04-12,339.4,6.3069,1675.47998,-0.22,3055.55,17.2,18.64,90.7694,-0.3394082936647464
2012-04-13,342.62,6.3022,1659.0,-0.25,3011.33,19.55,18.44,91.0558,6.4729490250293225
2012-04-16,335.8,6.315,1652.099976,-0.26,2988.4,19.55,18.8,91.2355,0.3711463841689806
2012-04-17,336.3,6.3015,1649.90002,-0.26,3042.82,18.46,18.03,90.7661,2.033921390518742
2012-04-18,338.46,6.3026,1642.069946,-0.26,3031.45,18.64,17.54,90.9326,5.722203878675998
2012-04-19,336.01,6.3029,1643.59998,-0.21,3007.56,18.36,17.33,91.0833,2.9463154004533294
2012-04-20,336.3,6.308,1642.69995,-0.24,3000.45,17.44,16.72,90.8066,3.1493486392207046
2012-04-23,335.92,6.3084,1638.69995,-0.26,2970.45,18.97,17.11,91.079,3.559501516549574
2012-04-24,335.12,6.3073,1641.0,-0.25,2961.6,18.1,17.64,90.8153,2.351041522658249
2012-04-25,336.2,6.3039,1644.69995,-0.24,3029.63,16.82,17.45,90.756,2.860536119568565
2012-04-26,338.03,6.3054,1656.90002,-0.29,3050.61,16.24,16.94,90.6428,2.1379818635201677
2012-04-27,338.22,6.3093,1662.050049,-0.3,3069.2,16.32,16.61,90.3269,1.0755508493995762
2012-04-30,338.22,6.279,1664.35999,-0.3,3046.36,17.15,16.93,90.3634,1.0755508493995762
2012-05-01,338.22,6.3089,1662.099976,-0.28,3050.44,16.6,16.47,90.3227,1.0755508493995762
2012-05-02,338.15,6.307,1653.5,-0.28,3059.85,16.88,16.55,90.6144,2.8621867313967755
2012-05-03,335.92,6.3052,1635.76001,-0.27,3024.3,17.56,17.45,90.6839,4.324069797546883
2012-05-04,334.56,6.3059,1642.82996,-0.3,2956.34,19.16,16.32,91.0497,1.493899890237401
2012-05-07,335.39,6.3074,1639.15002,-0.27,2957.76,18.94,16.38,91.0747,2.990918348481671
2012-05-08,333.59,6.3076,1605.0,-0.28,2946.27,19.05,17.93,91.4107,8.105794042471075
2012-05-09,325.98,6.3096,1589.33997,-0.27,2934.71,20.08,19.32,91.7632,3.569355708778744
2012-05-10,326.41,6.314,1593.66003,-0.25,2933.64,18.83,18.25,91.7077,2.8975519018760565
2012-05-11,324.16,6.3097,1580.050049,-0.28,2933.82,19.89,18.46,91.7306,3.628812378822317
2012-05-14,322.89,6.321,1556.84998,-0.33,2902.58,21.87,20.05,92.2491,6.499602662722907
2012-05-15,318.91,6.3176,1544.44995,-0.36,2893.76,21.97,20.75,92.5235,5.208422874596181
2012-05-16,313.95,6.3227,1540.050049,-0.33,2874.04,22.27,22.2,92.903,0.8895905665825694
2012-05-17,318.31,6.3247,1574.0,-0.35,2813.69,24.49,22.59,92.9632,-1.752944684681779
2012-05-18,323.19,6.3245,1593.089966,-0.39,2778.79,25.1,23.29,93.1395,-0.7445247308823468
2012-05-21,327.63,6.3277,1592.65002,-0.41,2847.21,22.01,20.69,93.0945,3.6210771599980944
2012-05-22,325.26,6.3223,1568.94995,-0.38,2839.08,22.48,20.04,93.1113,6.345013941035575
2012-05-23,320.02,6.3343,1562.0,-0.41,2850.12,22.33,21.79,93.8855,1.9150729017634944
2012-05-24,321.4,6.3449,1559.0,-0.37,2839.38,21.54,21.93,93.8027,3.3747263169739767
2012-05-25,321.74,6.3439,1573.44995,-0.38,2837.53,21.76,21.11,93.9488,0.8176234891571994
2012-05-28,326.3,6.3439,1573.32996,-0.38,2837.53,21.76,21.11,93.9488,0.8176234891571994
2012-05-29,325.5,6.3478,1555.75,-0.37,2870.99,21.03,21.72,93.875,7.992650344816468
2012-05-30,319.86,6.3574,1562.44995,-0.45,2837.36,24.14,23.46,94.302,0.5030365672673724
2012-05-31,323.01,6.3684,1560.69995,-0.5,2827.34,24.06,23.11,94.6856,3.4587738813959845
2012-06-01,322.63,6.3692,1626.25,-0.59,2747.48,26.66,25.3,94.6979,-10.384339222274036
2012-06-04,335.67,6.3641,1618.40002,-0.56,2760.01,26.12,25.36,94.5184,4.528502506727534
2012-06-05,334.36,6.367,1617.099976,-0.56,2778.11,24.68,23.99,94.6184,3.3337313423891146
2012-06-06,336.4,6.3634,1620.40002,-0.5,2844.72,22.16,23.14,94.0362,4.885749601556029
2012-06-07,334.7,6.3634,1589.0,-0.49,2831.02,21.72,22.92,93.774,9.609814008069804
2012-06-08,324.92,6.37,1594.44995,-0.5,2858.42,21.23,22.03,94.2024,-1.6235138006976513
2012-06-11,329.88,6.369,1596.44995,-0.53,2809.73,23.56,22.19,94.0369,2.978213013004961
2012-06-12,328.34,6.3703,1610.050049,-0.48,2843.07,22.09,22.9,94.0693,-1.413944962615176
2012-06-13,332.58,6.3685,1618.34998,-0.51,2818.61,24.27,23.96,93.8309,1.2198042782966354
2012-06-14,333.61,6.3702,1623.31995,-0.47,2836.33,21.68,24.1,93.8152,1.1434690472133298
2012-06-15,335.31,6.3649,1626.76001,-0.54,2872.8,21.11,22.94,93.5203,2.416120287138142
2012-06-18,333.5,6.3539,1628.40002,-0.54,2895.33,18.32,20.64,93.6431,0.846411591042795
2012-06-19,335.56,6.3542,1618.069946,-0.53,2929.76,18.38,20.51,93.0524,5.001058052206361
2012-06-20,333.49,6.3597,1605.90002,-0.51,2930.45,17.24,19.88,93.1602,5.13330839956916
2012-06-21,330.37,6.3644,1565.30005,-0.47,2859.09,20.08,21.07,93.6378,10.07821167328433
2012-06-22,330.37,6.3644,1572.15002,-0.42,2892.42,18.11,20.29,93.9205,10.07821167328433
2012-06-25,325.14,6.3631,1584.59998,-0.47,2836.17,20.38,20.46,94.1757,0.9652887058369402
2012-06-26,326.9,6.3626,1572.15002,-0.45,2854.06,19.72,20.47,93.9859,5.297552775346844
2012-06-27,324.35,6.3561,1574.30005,-0.45,2875.32,19.45,19.96,93.8728,2.636734682431268
2012-06-28,325.38,6.357,1551.90002,-0.48,2849.49,19.71,20.56,94.0203,8.19934743228248
2012-06-29,324.6,6.353,1598.59998,-0.46,2935.06,17.08,19.53,92.9096,-1.9197059154114413
2012-07-02,328.13,6.3487,1596.34998,-0.5,2951.24,16.8,19.34,92.951,2.2905569139807653
2012-07-03,331.78,6.3519,1616.65002,-0.48,2976.09,16.66,25.23,92.6508,1.6306836195926735
2012-07-04,333.3,6.3519,1615.63,-0.48,2976.09,16.66,25.23,92.6508,1.6306836195926735
2012-07-05,333.8,6.3557,1604.75,-0.51,2976.12,17.5,18.94,93.2211,5.8848272702429085
2012-07-06,330.59,6.364,1582.90002,-0.53,2937.33,17.1,19.46,93.7087,6.717261328146321
2012-07-09,326.94,6.3709,1587.15002,-0.57,2931.77,17.98,19.04,93.6974,1.8455873963380327
2012-07-10,327.3,6.3654,1566.5,-0.59,2902.34,18.72,20.28,93.5552,6.712313726751006
2012-07-11,326.12,6.3682,1576.90002,-0.57,2887.99,17.95,19.22,93.5981,3.261970924043908
2012-07-12,324.7,6.3732,1572.40002,-0.58,2866.19,18.33,19.31,93.9298,2.510541981963456
2012-07-13,326.44,6.3789,1589.050049,-0.59,2908.47,16.74,18.52,93.5515,0.5476934246596556
2012-07-16,328.82,6.3784,1589.34998,-0.61,2896.95,17.11,18.03,93.3746,2.8917310774671705
2012-07-17,329.64,6.3725,1582.75,-0.59,2910.04,16.48,17.7,93.3479,5.365420772581842
2012-07-18,327.13,6.369,1573.80005,-0.6,2942.61,16.16,17.35,93.0973,4.866186652627505
2012-07-19,326.95,6.3724,1582.050049,-0.62,2965.9,15.45,16.83,93.0438,2.823913474445021
2012-07-20,327.5,6.3734,1583.63,-0.67,2925.3,16.27,16.88,93.3653,2.99930258652563
2012-07-23,326.15,6.3856,1576.90002,-0.68,2890.16,18.62,18.34,93.9297,2.4098174574565405
2012-07-24,326.5,6.3857,1580.5,-0.68,2863.0,20.47,19.6,94.2635,2.015654186827817
2012-07-25,327.49,6.3879,1605.38,-0.67,2854.25,19.34,19.64,94.0564,-2.2158820389988705
2012-07-26,332.88,6.3839,1616.19995,-0.66,2893.25,17.53,19.37,93.3595,1.1598122138988174
2012-07-27,335.3,6.3807,1623.28003,-0.61,2958.09,16.7,19.11,92.9333,2.293653851785166
2012-07-30,334.45,6.3792,1621.099976,-0.64,2945.84,18.03,19.43,93.0524,1.9690584050283635
2012-07-31,335.58,6.361,1613.90002,-0.69,2939.52,18.93,19.51,92.8422,5.520102328676842
2012-08-01,334.12,6.368,1599.19995,-0.67,2920.21,18.96,19.01,92.8905,6.706516578520109
2012-08-02,331.48,6.3671,1590.34998,-0.69,2909.77,17.57,18.05,93.4269,5.924440090086364
2012-08-03,329.85,6.3721,1604.30005,-0.66,2967.9,15.64,16.65,92.6048,1.180867953606537
2012-08-06,332.79,6.3738,1611.0,-0.68,2989.91,15.95,16.35,92.4339,2.660213963058822
2012-08-07,333.68,6.3664,1611.18005,-0.65,3015.86,15.99,16.48,92.5128,3.896642168244796
2012-08-08,332.55,6.361,1611.90002,-0.61,3011.25,15.32,16.25,92.5407,2.899123821434898
2012-08-09,334.81,6.3579,1617.69995,-0.58,3018.64,15.28,16.19,92.6057,4.13420749738782
2012-08-10,334.0,6.3599,1620.050049,-0.6,3020.86,14.74,16.16,92.5129,2.739649665307752
2012-08-13,336.02,6.3611,1610.15002,-0.58,3022.52,13.7,15.13,92.5955,6.721840878936405
2012-08-14,334.03,6.3586,1598.65002,-0.53,3016.98,14.85,14.96,92.6152,7.212245818894985
2012-08-15,331.2,6.3619,1603.38,-0.45,3030.93,14.63,14.87,92.6838,3.245164627774954
2012-08-16,331.71,6.3659,1614.80005,-0.42,3062.39,14.29,15.17,92.5737,1.2116432782484026
2012-08-17,335.34,6.358,1615.80005,-0.43,3076.59,13.45,14.7,92.711,5.047373192727491
2012-08-20,335.13,6.3592,1620.69995,-0.43,3076.21,14.02,14.78,92.6263,3.773235583133726
2012-08-21,336.3,6.3559,1638.5,-0.45,3067.26,15.02,16.29,92.3053,1.4778047486617538
2012-08-22,339.51,6.3515,1654.0,-0.55,3073.67,15.11,17.15,92.4362,1.754409793110142
2012-08-23,345.99,6.3535,1670.65002,-0.62,3053.4,15.96,17.94,92.1057,4.726962011670707
2012-08-24,344.79,6.3542,1670.34998,-0.6,3069.79,15.18,16.88,92.2785,3.550658996061543
2012-08-27,346.63,6.3558,1664.099976,-0.64,3073.19,16.35,16.9,92.3135,6.581882345690985
2012-08-28,343.93,6.3525,1667.030029,-0.68,3077.14,16.49,16.54,92.2033,3.4600124030254165
2012-08-29,345.5,6.3513,1656.55005,-0.64,3081.19,17.06,16.5,92.3823,7.234327887054519
2012-08-30,343.38,6.3494,1656.15002,-0.63,3048.71,17.83,17.14,92.6239,5.297181764495974
2012-08-31,343.39,6.3484,1691.15002,-0.68,3066.96,17.47,17.89,92.1677,-1.7832694702526055
2012-09-03,349.71,6.3484,1692.40002,-0.68,3066.96,17.47,17.89,92.1677,-1.7832694702526055
2012-09-04,350.3,6.3465,1696.40002,-0.68,3075.06,17.98,17.97,92.1582,4.158802805793584
2012-09-05,350.16,6.3489,1693.65002,-0.69,3069.27,17.74,18.18,92.1262,4.449240375584736
2012-09-06,352.6,6.3428,1701.65002,-0.63,3135.81,15.6,17.8,91.8973,5.589993188676544
2012-09-07,349.61,6.3428,1736.5,-0.68,3136.42,14.38,18.95,91.3469,-4.506810005304885
2012-09-10,358.23,6.3375,1725.80005,-0.68,3104.02,16.28,19.08,91.3102,6.589258061793714
2012-09-11,357.78,6.3349,1731.75,-0.68,3104.53,16.41,19.59,91.0575,5.071685019370818
2012-09-12,357.89,6.3261,1731.5,-0.61,3114.31,15.8,20.15,91.0477,5.722489912710785
2012-09-13,356.13,6.3294,1766.90002,-0.72,3155.83,14.05,19.03,90.9632,-3.424937116015883
2012-09-14,365.19,6.3145,1772.47998,-0.76,3183.95,14.51,17.87,90.1436,5.3486691623129445
2012-09-17,364.4,6.317,1761.44995,-0.74,3178.67,14.59,18.08,90.2837,6.656359118748696
2012-09-18,361.87,6.3187,1770.94995,-0.73,3177.8,14.18,17.89,90.5029,2.100152585239641
2012-09-19,365.41,6.3091,1769.80005,-0.75,3182.62,13.88,17.69,90.4646,6.419999020849787
2012-09-20,361.92,6.3036,1766.69995,-0.7,3175.96,14.07,17.29,90.7631,3.8712336290128064
2012-09-21,363.67,6.3051,1773.050049,-0.71,3179.96,13.98,17.09,90.5342,4.2487816821289925
2012-09-24,360.12,6.309,1764.15002,-0.73,3160.78,14.15,16.94,90.8263,2.2817349758066143
2012-09-25,360.86,6.3057,1760.65002,-0.74,3117.73,15.43,16.74,90.6074,3.918471518832291
2012-09-26,360.86,6.3015,1752.19995,-0.77,3093.7,16.81,16.31,91.0028,5.868182843570708
2012-09-27,360.31,6.3021,1777.90002,-0.78,3136.6,14.84,17.02,90.7538,0.0771092950310503
2012-09-28,365.48,6.2848,1771.21997,-0.77,3116.23,15.73,16.76,90.8342,7.5857672784091505
2012-10-01,365.48,6.284,1774.40002,-0.78,3113.53,16.32,16.9,90.7011,7.5857672784091505
2012-10-02,365.48,6.284,1778.0,-0.83,3120.04,15.71,16.34,90.644,7.5857672784091505
2012-10-03,365.48,6.284,1779.15002,-0.83,3135.23,15.43,16.59,90.8726,7.5857672784091505
2012-10-04,365.48,6.284,1790.55005,-0.86,3149.46,14.55,17.27,90.4932,7.5857672784091505
2012-10-05,365.48,6.284,1780.97998,-0.82,3136.19,14.33,15.88,90.2851,7.5857672784091505
2012-10-08,361.38,6.284,1774.90002,-0.82,3112.35,15.11,16.13,90.2851,7.5857672784091505
2012-10-09,361.8,6.2877,1764.15002,-0.81,3065.02,16.37,15.72,90.8703,5.169843240985756
2012-10-10,359.5,6.2831,1762.55005,-0.8,3051.78,16.29,15.53,90.883,3.453953119263076
2012-10-11,359.51,6.2765,1768.80005,-0.77,3049.41,15.59,15.31,90.7437,2.576744455607866
2012-10-12,359.95,6.267,1754.25,-0.78,3044.11,16.14,15.72,90.6833,6.488661243911395
2012-10-15,354.19,6.27,1736.099976,-0.78,3064.18,15.27,15.47,90.6409,4.218233172472594
2012-10-16,353.61,6.2637,1747.80005,-0.71,3101.17,15.22,15.12,90.5583,1.6336895145241217
2012-10-17,354.8,6.254,1750.30005,-0.65,3104.12,15.07,14.64,90.2309,2.866085401964483
2012-10-18,354.46,6.2501,1741.69995,-0.66,3072.87,15.03,14.73,90.3804,4.473700789460963
2012-10-19,351.67,6.2533,1720.90002,-0.71,3005.62,17.06,15.1,90.8107,5.6862973599112365
2012-10-22,350.09,6.2543,1729.44995,-0.7,3016.96,16.62,14.88,90.7911,2.33174699680103
2012-10-23,349.7,6.2478,1708.69995,-0.71,2990.46,18.83,15.8,91.0945,6.471246078094112
2012-10-24,347.3,6.2478,1702.43005,-0.69,2981.7,18.33,15.7,91.1275,5.330688945295606
2012-10-25,347.7,6.2416,1711.80005,-0.63,2986.12,18.12,15.36,91.02,4.189745781664442
2012-10-26,345.0,6.248,1711.34998,-0.69,2987.95,17.81,14.92,91.1411,1.227926920121547
2012-10-29,347.57,6.2384,1709.84998,-0.73,2987.95,17.81,14.92,91.1411,4.626983450994203
2012-10-30,347.28,6.2396,1709.48999,-0.73,2987.95,17.81,14.92,91.1411,4.343232703586409
2012-10-31,349.89,6.2372,1720.55005,-0.78,2977.23,18.6,14.99,91.1609,4.867260698635221
2012-11-01,352.0,6.2393,1714.69995,-0.77,3020.06,16.69,14.49,91.1217,8.034613531113905
2012-11-02,347.9,6.2411,1677.84998,-0.73,2982.13,17.59,16.2,91.281,11.229544579291712
2012-11-05,342.02,6.2452,1684.59998,-0.75,2999.66,18.42,17.48,91.4778,3.7730568876171446
2012-11-06,343.9,6.2454,1715.94995,-0.72,3011.93,17.58,18.0,91.2908,-0.6526650611667719
2012-11-07,351.98,6.2435,1716.68994,-0.8,2937.29,19.08,16.69,91.4514,7.383615657723453
2012-11-08,350.68,6.2427,1730.98999,-0.85,2895.58,18.49,17.02,91.5375,3.2576452626552737
2012-11-09,354.54,6.245,1731.23999,-0.83,2904.87,18.61,16.07,91.6871,6.939449015384128
